"","Debug","Info","Warning","date","sn","bu","log","time","sw_v_e","keep_5_r","keep_5_v","keep_5_pct","keep_60_r","keep_60_v","keep_60_pct","sw_v_b","test_b","name_b","start_t","end_t","duration","pressure.5.all","pressure.5.p","pressure.5.result","pressure.60.all","pressure.60.p","pressure.60.result","online"
"135",128,312,1,2021-05-14,"BU080321C00130","BU080321C00130","3144_F","210514_102531_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-104,1.89,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 10:24:17,2021-05-14 10:25:31,1.23333333333333,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--104) [1.89%]<=[1.99%] | <P>] PASS","1.89%","PASS","ONLINE"
"136",129,313,1,2021-05-14,"BU080321C00135","BU080321C00135","6132_F","210514_144959_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 14:48:46,2021-05-14 14:49:59,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","OFFLINE"
"137",129,313,2,2021-05-14,"BU080321C00135","BU080321C00135","4500_F","210514_145150_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 14:50:35,2021-05-14 14:51:50,1.25,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","ONLINE"
"138",127,311,1,2021-05-14,"BU080321C00138","BU080321C00138","4636_F","210514_142022_0","v1.0.2.1_20210305_",-135,-104,22.96,-104,-104,0,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 14:19:09,2021-05-14 14:20:22,1.21666666666667,"5s(-135--104) [22.96%]<=[26.00%] | <P>] PASS","22.96%","PASS","60s(-104--104) [0.00%]<=[1.99%] | <P>] PASS","0.00%","PASS","OFFLINE"
"139",127,311,1,2021-05-14,"BU080321C00138","BU080321C00138","4572_F","210514_142210_0","v1.0.2.1_20210305_",-136,-105,22.79,-105,-104,0.95,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 14:20:57,2021-05-14 14:22:10,1.21666666666667,"5s(-136--105) [22.79%]<=[26.00%] | <P>] PASS","22.79%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","ONLINE"
"140",129,313,1,2021-05-14,"BU080321C00150","BU080321C00150","6104_F","210514_151302_0","v1.0.2.1_20210305_",-135,-104,22.96,-104,-103,0.96,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 15:11:49,2021-05-14 15:13:02,1.21666666666667,"5s(-135--104) [22.96%]<=[26.00%] | <P>] PASS","22.96%","PASS","60s(-104--103) [0.96%]<=[1.99%] | <P>] PASS","0.96%","PASS","ONLINE"
"141",127,311,1,2021-05-14,"BU080321C00161","BU080321C00161","4264_F","210514_134919_0","v1.0.2.1_20210305_",-135,-104,22.96,-104,-103,0.96,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 13:48:06,2021-05-14 13:49:19,1.21666666666667,"5s(-135--104) [22.96%]<=[26.00%] | <P>] PASS","22.96%","PASS","60s(-104--103) [0.96%]<=[1.99%] | <P>] PASS","0.96%","PASS","OFFLINE"
"142",128,312,1,2021-05-14,"BU080321C00161","BU080321C00161","4564_F","210514_135049_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-105,0.94,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 13:49:36,2021-05-14 13:50:49,1.21666666666667,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--105) [0.94%]<=[1.99%] | <P>] PASS","0.94%","PASS","ONLINE"
"143",128,312,1,2021-05-14,"BU080321C00163","BU080321C00163","4776_F","210514_134028_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 13:39:15,2021-05-14 13:40:28,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","OFFLINE"
"144",128,312,1,2021-05-14,"BU080321C00163","BU080321C00163","4104_F","210514_134202_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-105,0.94,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 13:40:49,2021-05-14 13:42:02,1.21666666666667,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--105) [0.94%]<=[1.99%] | <P>] PASS","0.94%","PASS","ONLINE"
"145",129,313,1,2021-05-14,"BU080321C00165","BU080321C00165","5592_F","210514_113135_0","v1.0.2.1_20210305_",-136,-107,21.32,-107,-105,1.87,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 11:30:22,2021-05-14 11:31:35,1.21666666666667,"5s(-136--107) [21.32%]<=[26.00%] | <P>] PASS","21.32%","PASS","60s(-107--105) [1.87%]<=[1.99%] | <P>] PASS","1.87%","PASS","OFFLINE"
"146",130,314,2,2021-05-14,"BU080321C00176","BU080321C00176","4608_F","210514_105102_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_ONLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-14 10:49:47,2021-05-14 10:51:02,1.25,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","ONLINE"
"147",127,311,1,2021-05-17,"BU080321C00067","BU080321C00067","4496_F","210517_111646_0","v1.0.2.1_20210305_",-135,-105,22.22,-105,-104,0.95,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-17 11:15:33,2021-05-17 11:16:46,1.21666666666667,"5s(-135--105) [22.22%]<=[26.00%] | <P>] PASS","22.22%","PASS","60s(-105--104) [0.95%]<=[1.99%] | <P>] PASS","0.95%","PASS","OFFLINE"
"148",129,313,1,2021-05-17,"BU080321C00150","BU080321C00150","3920_F","210517_113633_0","v1.0.2.1_20210305_",-135,-106,21.48,-106,-105,0.94,"v1.0.2.1_20210305_","_OFFLINE TEST START","Firestorm_PA(Waterproof Test)",2021-05-17 11:35:20,2021-05-17 11:36:33,1.21666666666667,"5s(-135--106) [21.48%]<=[26.00%] | <P>] PASS","21.48%","PASS","60s(-106--105) [0.94%]<=[1.99%] | <P>] PASS","0.94%","PASS","OFFLINE"
